#date precip TMax Tmin
   
20010413 0.00 50 38
20010414 0.00 52 36
20010415 0.00 64 38
20010416 0.24 65 45
20010417 0.23 54 45
20010418 0.10 57 43
20010419 0.00 56 42
20010420 0.00 59 43
20010421 0.00 61 40
20010422 0.05 51 43
20010423 0.03 59 46
20010424 0.00 69 50
20010425 0.00 71 49
20010426 0.00 65 48
20010427 0.03 56 46
20010428 0.13 51 43
20010429 0.18 53 44
20010430 0.57 53 42
20010501 0.01 54 42
20010502 0.00 57 41
20010503 0.00 59 39
20010504 0.08 57 43
20010505 0.01 55 42
20010506 0.00 61 40
20010507 0.00 69 42
20010508 0.00 58 47
20010509 0.00 60 40
20010510 0.00 62 41
20010511 0.00 69 47
20010512 0.01 67 49
20010513 0.05 63 49
20010514 0.54 53 47
20010515 0.56 59 47
20010516 0.01 59 44
20010517 0.00 56 42
20010518 0.00 61 45
20010519 0.00 60 46
20010520 0.00 65 45
20010521 0.00 74 47
20010522 0.00 83 54
20010523 0.00 84 54
20010524 0.00 70 52
20010525 0.00 84 48
20010526 0.00 74 52
20010527 0.00 68 50
20010528 0.12 55 46
20010529 0.00 62 43
20010530 0.00 69 47
20010531 0.00 85 49
20010601 0.18 60 47
20010602 0.48 57 47
20010603 0.01 59 44
20010604 0.00 61 45
20010605 0.05 60 49
20010606 0.03 64 51
20010607 0.00 74 51
20010608 0.10 73 55
20010609 0.11 60 50
20010610 0.09 60 48
20010611 1.16 53 45
20010612 0.06 57 45
20010613 0.00 66 48
20010614 0.00 62 49
20010615 0.00 64 50
20010616 0.00 65 50
20010617 0.00 65 49
20010618 0.00 68 50
20010619 0.00 78 51
20010620 0.00 79 54
20010621 0.00 77 54
20010622 0.00 64 52
20010623 0.00 64 49
20010624 0.16 57 50
20010625 0.00 67 50
20010626 0.01 73 54
20010627 0.61 65 57
20010628 0.00 66 53
20010629 0.00 69 50
20010630 0.00 71 49
20010701 0.00 70 53
20010702 0.00 78 51
20010703 0.00 83 56
20010704 0.00 77 54
20010705 0.00 69 53
20010706 0.00 70 51
20010707 0.00 73 49
20010708 0.00 78 54
20010709 0.00 82 58
20010710 0.00 78 54
20010711 0.00 77 53
20010712 0.00 75 53
20010713 0.00 67 50
20010714 0.00 66 53
20010715 0.11 59 52
20010716 0.65 66 51
20010717 0.00 65 54
20010718 0.00 69 51
20010719 0.00 73 57
20010720 0.00 73 54
20010721 0.01 64 54
20010722 0.00 72 56
20010723 0.00 77 53
20010724 0.01 72 56
20010725 0.00 77 54
20010726 0.00 73 52
20010727 0.07 70 51
20010728 0.18 65 55
20010729 0.00 67 54
20010730 0.00 71 51
20010731 0.00 66 51
20010801 0.00 69 51
20010802 0.07 74 58
20010803 0.05 69 57
20010804 0.00 69 56
20010805 0.00 72 57
20010806 0.00 74 60
20010807 0.00 74 59
20010808 0.00 79 57
20010809 0.00 87 60
20010810 0.00 88 60
20010811 0.00 82 55
20010812 0.00 86 56
20010813 0.00 78 56
20010814 0.00 78 54
20010815 0.00 74 54
20010816 0.00 65 54
20010817 0.00 70 55
20010818 0.00 71 55
20010819 0.00 71 56
20010820 0.00 71 51
20010821 0.59 64 55
20010822 1.41 66 55
20010823 0.20 63 54
20010824 0.00 71 53
20010825 0.00 76 53
20010826 0.00 78 54
20010827 0.00 72 54
20010828 0.00 75 58
20010829 0.00 77 57
20010830 0.00 73 56
20010831 0.00 71 59
20010901 0.03 66 58
20010902 0.00 70 54
20010903 0.03 68 55
20010904 0.00 65 54
20010905 0.00 64 51
20010906 0.00 61 48
20010907 0.00 68 54
20010908 0.00 74 49
20010909 0.00 72 53
20010910 0.00 74 51
20010911 0.00 75 53
20010912 0.00 77 53
20010913 0.00 76 54
20010914 0.00 77 53
20010915 0.00 76 51
20010916 0.00 58 51
20010917 0.02 57 52
20010918 0.04 61 53
20010919 0.00 66 51
20010920 0.00 67 49
20010921 0.05 64 53
20010922 0.00 77 53
20010923 0.00 75 53
20010924 0.00 64 54
20010925 0.36 60 55
20010926 0.30 60 48
20010927 0.00 58 44
20010928 0.00 65 45
20010929 0.00 71 50
20010930 0.00 65 52
20011001 0.00 70 50
20011002 0.00 66 49
20011003 0.00 62 48
20011004 0.00 71 50
20011005 0.00 71 48
20011006 0.02 62 48
20011007 0.02 56 47
20011008 0.01 58 46
20011009 0.00 58 45
20011010 0.30 52 44
20011011 0.00 57 46
20011012 0.04 56 48
20011013 0.04 54 48
20011014 0.04 57 48
20011015 0.00 61 46
20011016 0.15 56 43
20011017 0.00 55 42
20011018 0.00 54 43
20011019 0.05 58 46
20011020 0.00 51 42
20011021 0.24 53 43
20011022 0.15 55 47
20011023 0.01 55 44
20011024 0.40 49 43
20011025 0.13 55 45
20011026 0.42 57 45
20011027 0.40 45 38
20011028 0.00 50 32
20011029 0.01 51 37
20011030 0.26 54 46
20011031 0.44 53 46
20011101 0.07 53 47
20011102 0.10 54 44
20011103 0.01 55 41
20011104 0.41 52 44
20011105 0.00 50 36
20011106 0.00 47 38
20011107 0.00 56 36
20011108 0.00 52 36
20011109 0.00 55 37
20011110 0.00 54 39
20011111 0.05 56 44
20011112 0.42 54 48
20011113 1.19 54 50
20011114 2.61 60 52
20011115 0.23 62 46
20011116 0.10 50 45
20011117 0.00 48 40
20011118 0.00 58 36
20011119 0.80 56 47
20011120 0.40 56 48
20011121 0.16 52 45
20011122 1.14 47 44
20011123 0.00 49 41
20011124 0.00 48 40
20011125 0.05 43 39
20011126 0.00 47 39
20011127 0.00 43 39
20011128 0.82 44 34
20011129 0.25 46 40
20011130 0.45 45 39
20011201 0.39 51 42
20011202 0.22 43 39
20011203 0.19 44 37
20011204 0.18 41 36
20011205 0.20 41 35
20011206 0.18 47 37
20011207 0.00 50 38
20011208 0.04 50 40
20011209 0.08 42 35
20011210 0.19 40 37
20011211 0.03 45 35
20011212 0.29 47 35
20011213 1.63 51 43
20011214 0.00 45 35
20011215 0.52 47 37
20011216 1.21 51 43
20011217 0.00 44 35
20011218 0.09 45 37
20011219 0.11 42 33
20011220 0.04 40 37
20011221 0.00 45 35
20011222 0.00 49 33
20011223 0.00 49 32
20011224 0.00 53 34
20011225 0.00 48 30
20011226 0.00 47 31
20011227 0.10 50 39
20011228 0.04 54 38
20011229 0.00 49 35
20011230 0.00 50 31
20011231 0.16 48 40
20020101 0.61 50 41
20020102 0.03 51 41
20020103 0.00 50 38
20020104 0.00 51 40
20020105 0.19 50 42
20020106 0.90 57 42
20020107 1.13 59 51
20020108 0.25 52 46
20020109 0.00 49 40
20020110 0.00 48 39
20020111 0.04 51 42
20020112 0.25 50 39
20020113 0.00 42 34
20020114 0.00 41 35
20020115 0.00 40 35
20020116 0.00 39 30
20020117 0.00 40 36
20020118 0.18 41 33
20020119 0.10 43 37
20020120 0.24 45 39
20020121 0.00 40 35
20020122 0.00 41 35
20020123 0.05 44 35
20020124 1.21 44 42
20020125 0.25 43 33
20020126 0.07 38 31
20020127 0.13 36 28
20020128 0.00 35 25
20020129 0.07 34 25
20020130 0.03 41 33
20020131 0.25 41 37
20020201 0.01 45 38
20020202 0.01 51 33
20020203 0.03 47 37
20020204 0.00 48 33
20020205 0.16 45 35
20020206 0.47 50 41
20020207 0.69 45 38
20020208 0.00 47 38
20020209 0.00 53 36
20020210 0.01 49 37
20020211 0.00 44 33
20020212 0.00 45 30
20020213 0.00 44 29
20020214 0.00 49 33
20020215 0.00 58 34
20020216 0.07 49 39
20020217 0.05 48 37
20020218 0.10 51 41
20020219 0.33 49 38
20020220 0.04 50 35
20020221 0.95 56 43
20020222 0.71 53 44
20020223 0.50 44 36
20020224 0.01 41 32
20020225 0.00 50 28
20020226 0.00 48 33
20020227 0.02 44 29
20020228 0.01 47 33
20020301 0.00 48 30
20020302 0.00 51 30
20020303 0.00 55 31
20020304 0.00 57 35
20020305 0.01 46 36
20020306 0.00 38 31
20020307 0.00 39 28
20020308 0.00 40 30
20020309 0.05 50 35
20020310 0.11 49 41
20020311 1.01 51 43
20020312 0.44 45 38
20020313 0.03 44 38
20020314 0.00 47 38
20020315 0.13 42 35
20020316 0.34 36 32
20020317 0.00 40 31
20020318 0.13 40 33
20020319 0.37 42 37
20020320 0.17 37 31
20020321 0.00 52 34
20020322 0.00 53 34
20020323 0.02 58 40
20020324 0.01 53 44
20020325 0.00 55 42
20020326 0.00 47 40
20020327 0.00 46 34
20020328 0.00 52 42
20020329 0.00 53 42
20020330 0.00 53 42
20020331 0.00 54 45
20020401 0.01 52 40
20020402 0.00 55 37
20020403 0.00 61 36
20020404 0.00 65 39
20020405 0.00 55 43
20020406 0.00 56 46
20020407 0.02 51 41
20020408 0.00 60 49
20020409 0.84 57 46
20020410 0.44 54 47
20020411 0.18 58 48
20020412 0.22 57 50
20020413 1.45 56 50
20020414 0.17 53 39
20020415 0.07 48 39
20020416 0.19 47 39
20020417 0.00 53 39
20020418 0.00 57 40
20020419 0.00 52 43
20020420 0.00 55 42
20020421 0.05 49 42
20020422 0.01 53 39
20020423 0.00 55 34
20020424 0.00 60 36
20020425 0.00 59 41
20020426 0.29 47 42
20020427 0.35 51 43
20020428 0.00 63 39
20020429 0.00 65 41
20020430 0.00 66 45
20020501 0.00 51 45
20020502 0.03 53 42
20020503 0.00 57 39
20020504 0.00 52 43
20020505 0.00 52 40
20020506 0.09 49 36
20020507 0.00 53 35
20020508 0.00 55 38
20020509 0.00 55 43
20020510 0.00 61 41
20020511 0.00 65 43
20020512 0.00 80 46
20020513 0.11 58 47
20020514 0.00 56 45
20020515 0.00 61 42
20020516 0.14 66 43
20020517 0.06 61 45
20020518 0.01 64 49
20020519 0.11 58 49
20020520 0.10 64 48
20020521 0.06 60 48
20020522 0.08 61 48
20020523 0.00 62 47
20020524 0.00 68 45
20020525 0.01 67 51
20020526 0.00 68 53
20020527 0.09 68 52
20020528 0.21 65 54
20020529 0.01 62 51
20020530 0.00 65 47
20020531 0.00 67 48
20020601 0.00 69 51
20020602 0.00 67 48
20020603 0.00 68 49
20020604 0.04 65 53
20020605 0.07 67 53
20020606 0.01 62 49
20020607 0.28 55 44
20020608 0.01 59 42
20020609 0.00 72 47
20020610 0.00 67 50
20020611 0.00 75 49
20020612 0.00 82 56
20020613 0.00 94 58
20020614 0.00 68 54
20020615 0.00 67 51
20020616 0.00 64 52
20020617 0.29 62 53
20020618 0.08 64 51
20020619 0.00 67 50
20020620 0.00 75 51
20020621 0.00 83 55
20020622 0.00 73 53
20020623 0.00 72 54
20020624 0.00 75 58
20020625 0.00 85 55
20020626 0.00 85 58
20020627 0.14 69 54
20020628 0.79 62 53
20020629 0.02 66 54
20020630 0.00 67 54
20020701 0.00 67 53
20020702 0.00 68 52
20020703 0.00 67 52
20020704 0.00 65 52
20020705 0.00 70 51
20020706 0.00 77 55
20020707 0.58 66 57
20020708 0.00 70 55
20020709 0.00 78 54
20020710 0.00 89 60
20020711 0.00 81 56
20020712 0.00 83 56
20020713 0.00 79 56
20020714 0.00 66 55
20020715 0.00 77 52
20020716 0.00 79 54
20020717 0.00 77 57
20020718 0.00 75 59
20020719 0.00 73 59
20020720 0.00 77 59
20020721 0.00 81 56
20020722 0.00 88 65
20020723 0.00 87 59
20020724 0.00 81 58
20020725 0.00 67 59
20020726 0.03 62 57
20020727 0.00 73 54
20020728 0.01 64 55
20020729 0.00 70 56
20020730 0.02 71 55
20020731 0.00 72 49
20020801 0.00 75 54
20020802 0.00 70 50
20020803 0.00 66 52
20020804 0.01 66 53
20020805 0.02 68 52
20020806 0.00 69 52
20020807 0.00 72 54
20020808 0.00 78 53
20020809 0.00 82 56
20020810 0.00 74 58
20020811 0.00 79 54
20020812 0.00 82 56
20020813 0.00 92 65
20020814 0.00 85 61
20020815 0.00 82 54
20020816 0.00 80 55
20020817 0.00 78 54
20020818 0.00 74 51
20020819 0.00 70 51
20020820 0.00 67 55
20020821 0.00 69 54
20020822 0.00 77 51
20020823 0.00 82 54
20020824 0.00 78 54
20020825 0.01 66 57
20020826 0.00 74 60
20020827 0.00 81 57
20020828 0.00 87 58
20020829 0.00 75 54
20020830 0.00 71 54
20020831 0.00 77 53
20020901 0.00 70 56
20020902 0.08 72 55
20020903 0.00 66 50
20020904 0.00 69 47
20020905 0.00 69 47
20020906 0.00 67 47
20020907 0.00 67 52
20020908 0.01 62 48
20020909 0.00 76 54
20020910 0.00 77 53
20020911 0.00 76 55
20020912 0.00 80 54
20020913 0.00 80 55
20020914 0.00 76 56
20020915 0.00 65 56
20020916 0.13 65 55
20020917 0.05 66 51
20020918 0.00 70 47
20020919 0.00 68 50
20020920 0.00 66 48
20020921 0.00 71 47
20020922 0.00 75 52
20020923 0.00 75 50
20020924 0.00 72 51
20020925 0.00 74 54
20020926 0.00 70 50
20020927 0.00 68 50
20020928 0.00 72 49
20020929 0.15 61 49
20020930 0.00 57 45
20021001 0.00 62 40
20021002 0.00 60 43
20021003 0.49 56 53
20021004 0.01 61 52
20021005 0.02 60 50
20021006 0.00 64 52
20021007 0.00 63 50
20021008 0.01 61 50
20021009 0.02 58 51
20021010 0.03 55 45
20021011 0.00 55 42
20021012 0.00 61 40
20021013 0.00 61 38
20021014 0.00 64 41
20021015 0.00 67 45
20021016 0.00 70 49
20021017 0.00 67 43
20021018 0.00 53 46
20021019 0.03 59 51
20021020 0.00 58 51
20021021 0.00 58 53
20021022 0.00 60 50
20021023 0.00 56 41
20021024 0.00 50 38
20021025 0.00 48 43
20021026 0.00 47 39
20021027 0.00 50 39
20021028 0.00 54 43
20021029 0.06 53 40
20021030 0.00 50 34
20021031 0.00 55 38
20021101 0.00 56 33
20021102 0.00 58 31
20021103 0.00 51 30
20021104 0.00 51 30
20021105 0.00 59 45
20021106 0.60 54 46
20021107 0.29 59 46
20021108 0.17 53 47
20021109 0.47 54 45
20021110 0.09 53 42
20021111 0.11 56 47
20021112 0.62 57 49
20021113 0.18 56 46
20021114 0.08 54 43
20021115 0.01 51 41
20021116 0.42 53 41
20021117 0.00 53 45
20021118 0.23 53 45
20021119 0.24 56 51
20021120 0.00 63 45
20021121 0.00 59 46
20021122 0.00 52 49
20021123 0.00 50 44
20021124 0.00 51 35
20021125 0.00 46 30
20021126 0.00 49 33
20021127 0.00 51 33
20021128 0.00 52 34
20021129 0.00 47 35
20021130 0.00 44 34
20021201 0.00 49 35
20021202 0.00 49 38
20021203 0.00 44 34
20021204 0.13 47 42
20021205 0.00 53 35
20021206 0.00 51 36
20021207 0.00 42 35
20021208 0.00 45 33
20021209 0.12 47 35
20021210 0.38 48 42
20021211 0.54 52 42
20021212 0.61 57 44
20021213 0.19 52 44
20021214 1.31 59 46
20021215 0.29 53 44
20021216 0.76 47 41
20021217 0.51 42 39
20021218 0.08 45 37
20021219 0.03 48 39
20021220 0.00 50 42
20021221 0.00 45 39
20021222 0.00 44 35
20021223 0.00 46 28
20021224 0.15 42 35
20021225 0.21 52 41
20021226 0.00 45 38
20021227 0.19 52 37
20021228 0.06 42 36
20021229 0.18 43 35
20021230 0.15 45 37
20021231 0.09 46 39
20030101 0.95 46 41
20030102 0.78 56 45
20030103 0.02 55 45
20030104 0.57 54 46
20030105 0.00 51 40
20030106 0.00 57 33
20030107 0.00 54 33
20030108 0.00 50 36
20030109 0.00 56 39
20030110 0.00 52 37
20030111 0.24 50 37
20030112 0.44 48 42
20030113 0.41 50 42
20030114 0.00 50 35
20030115 0.00 44 32
20030116 0.00 47 37
20030117 0.00 50 37
20030118 0.00 49 35
20030119 0.00 47 39
20030120 0.00 46 38
20030121 0.55 44 41
20030122 0.81 51 43
20030123 0.77 54 47
20030124 0.43 52 45
20030125 0.47 55 45
20030126 0.71 58 43
20030127 0.19 50 45
20030128 0.01 51 40
20030129 0.41 49 39
20030130 0.52 54 48
20030131 0.11 54 46
20030201 0.01 49 43
20030202 0.01 48 43
20030203 0.07 46 39
20030204 0.00 45 36
20030205 0.00 45 31
20030206 0.00 48 29
20030207 0.00 44 30
20030208 0.00 39 33
20030209 0.01 39 31
20030210 0.00 43 33
20030211 0.00 50 31
20030212 0.00 52 29
20030213 0.00 48 37
20030214 0.00 52 40
20030215 0.33 51 40
20030216 0.71 50 42
20030217 0.04 49 39
20030218 0.01 50 36
20030219 0.05 47 42
20030220 0.05 50 42
20030221 0.38 50 41
20030222 0.02 49 40
20030223 0.00 47 34
20030224 0.00 46 30
20030225 0.00 49 25
20030226 0.00 47 32
20030227 0.00 51 33
20030228 0.07 45 40
20030301 0.00 52 35
20030302 0.23 44 37
20030303 0.00 48 39
20030304 0.00 50 38
20030305 0.00 47 40
20030306 0.00 47 39
20030307 0.33 45 34
20030308 0.13 42 36
20030309 0.83 52 42
20030310 0.08 53 47
20030311 0.87 51 45
20030312 0.99 55 46
20030313 0.21 59 50
20030314 0.06 59 46
20030315 0.09 57 44
20030316 0.14 54 39
20030317 0.00 53 36
20030318 0.12 52 39
20030319 0.24 51 42
20030320 0.11 52 43
20030321 0.82 50 43
20030322 0.55 53 41
20030323 0.08 49 39
20030324 0.02 48 34
20030325 0.05 55 43
20030326 0.12 52 40
20030327 0.00 54 42
20030328 0.00 54 40
20030329 0.00 65 44
20030330 0.18 66 47
20030331 0.09 56 46
20030401 0.17 49 38
20030402 0.11 50 34
20030403 0.25 47 37
20030404 0.00 50 36
20030405 0.16 45 37
20030406 0.00 51 40
20030407 0.24 53 44
20030408 0.32 64 44
20030409 0.00 56 42
20030410 0.02 60 44
20030411 0.05 59 47
20030412 0.06 54 46
20030413 0.70 56 43
20030414 0.00 56 42
20030415 0.00 56 46
20030416 0.00 57 45
20030417 0.02 54 43
20030418 0.00 55 41
20030419 0.00 59 43
20030420 0.02 59 46
20030421 0.19 50 47
20030422 0.02 57 42
20030423 0.22 51 41
20030424 0.16 50 40
20030425 0.00 58 40
20030426 0.01 54 44
20030427 0.00 62 41
20030428 0.00 67 45
20030429 0.02 58 49
20030430 0.00 62 47
20030501 0.00 66 49
20030502 0.00 60 46
20030503 0.05 53 46
20030504 0.26 53 45
20030505 0.09 54 40
20030506 0.03 57 42
20030507 0.00 57 38
20030508 0.00 60 42
20030509 0.00 62 43
20030510 0.00 62 48
20030511 0.00 63 47
20030512 0.00 64 48
20030513 0.00 68 48
20030514 0.00 57 46
20030515 0.02 54 41
20030516 0.37 55 40
20030517 0.06 55 40
20030518 0.00 60 37
20030519 0.00 68 41
20030520 0.08 58 49
20030521 0.01 66 51
20030522 0.01 64 53
20030523 0.00 76 55
20030524 0.01 66 55
20030525 0.10 63 50
20030526 0.02 69 46
20030527 0.00 78 50
20030528 0.00 70 55
20030529 0.00 74 51
20030530 0.05 69 53
20030531 0.00 68 52
20030601 0.00 66 53
20030602 0.00 68 52
20030603 0.00 73 50
20030604 0.00 81 54
20030605 0.00 87 59
20030606 0.00 90 60
20030607 0.00 90 58
20030608 0.00 72 54
20030609 0.00 64 54
20030610 0.02 60 52
20030611 0.00 68 49
20030612 0.00 62 52
20030613 0.10 65 53
20030614 0.00 67 51
20030615 0.00 72 50
20030616 0.00 78 52
20030617 0.00 85 58
20030618 0.06 62 54
20030619 0.00 63 50
20030620 0.02 60 50
20030621 0.22 62 48
20030622 0.08 64 48
20030623 0.00 65 50
20030624 0.00 72 49
20030625 0.00 79 51
20030626 0.00 82 56
20030627 0.00 81 57
20030628 0.00 88 57
20030629 0.00 77 59
20030630 0.01 69 56
20030701 0.00 70 54
20030702 0.00 70 51
20030703 0.00 75 50
20030704 0.00 75 54
20030705 0.00 71 56
20030706 0.00 76 55
20030707 0.00 69 53
20030708 0.00 71 55
20030709 0.00 81 52
20030710 0.00 87 59
20030711 0.00 80 56
20030712 0.00 79 57
20030713 0.02 71 58
20030714 0.04 78 57
20030715 0.00 76 60
20030716 0.00 72 58
20030717 0.00 78 55
20030718 0.00 84 56
20030719 0.00 87 57
20030720 0.00 83 65
20030721 0.00 86 63
20030722 0.00 85 61
20030723 0.00 79 56
20030724 0.00 76 56
20030725 0.00 77 53
20030726 0.00 77 54
20030727 0.00 83 56
20030728 0.00 89 58
20030729 0.00 93 63
20030730 0.00 92 63
20030731 0.00 78 56
20030801 0.00 74 53
20030802 0.00 76 58
20030803 0.00 70 54
20030804 0.00 79 53
20030805 0.05 74 57
20030806 0.00 76 56
20030807 0.00 78 56
20030808 0.00 74 59
20030809 0.14 73 58
20030810 0.13 74 57
20030811 0.00 75 57
20030812 0.00 75 54
20030813 0.00 79 54
20030814 0.00 83 54
20030815 0.00 74 59
20030816 0.00 76 58
20030817 0.00 81 64
20030818 0.00 81 59
20030819 0.00 77 56
20030820 0.00 79 53
20030821 0.00 84 58
20030822 0.00 71 56
20030823 0.00 70 51
20030824 0.00 76 50
20030825 0.00 84 57
20030826 0.00 73 57
20030827 0.00 73 56
20030828 0.00 77 56
20030829 0.00 81 56
20030830 0.00 84 55
20030831 0.00 77 57
20030901 0.00 76 52
20030902 0.00 85 59
20030903 0.00 88 58
20030904 0.00 87 61
20030905 0.00 85 56
20030906 0.00 75 56
20030907 0.22 68 55
20030908 0.02 69 53
20030909 0.00 66 55
20030910 0.12 62 58
20030911 0.14 66 54
20030912 0.00 67 51
20030913 0.00 71 47
20030914 0.00 65 51
20030915 0.00 64 47
20030916 0.20 57 50
20030917 0.01 62 47
20030918 0.02 66 53
20030919 0.16 66 54
20030920 0.00 66 48
20030921 0.00 69 49
20030922 0.00 76 52
20030923 0.00 71 56
20030924 0.00 74 52
20030925 0.00 74 53
20030926 0.00 76 55
20030927 0.00 82 57
20030928 0.00 84 56
20030929 0.00 65 53
20030930 0.00 69 56
20031001 0.00 71 53
20031002 0.01 60 54
20031003 0.00 60 48
20031004 0.00 54 48
20031005 0.00 59 54
20031006 0.26 70 54
20031007 0.00 64 52
20031008 0.27 62 50
20031009 0.21 58 47
20031010 0.00 59 47
20031011 0.32 55 48
20031012 0.36 57 50
20031013 0.00 59 50
20031014 0.00 58 46
20031015 0.37 54 42
20031016 0.76 66 48
20031017 0.39 69 56
20031018 0.00 65 52
20031019 0.13 65 56
20031020 5.02 65 56
20031021 0.22 65 56
20031022 0.31 66 51
20031023 0.00 58 46
20031024 0.00 58 43
20031025 0.00 59 44
20031026 0.00 63 46
20031027 0.00 60 45
20031028 0.00 59 45
20031029 0.33 53 41
20031030 0.00 49 38
20031031 0.00 46 30
20031101 0.11 42 30
20031102 0.09 45 33
20031103 0.00 45 29
20031104 0.00 46 30
20031105 0.00 46 31
20031106 0.00 50 30
20031107 0.01 50 33
20031108 0.00 57 40
20031109 0.00 56 43
20031110 0.01 52 45
20031111 0.00 54 44
20031112 0.00 54 37
20031113 0.00 50 35
20031114 0.00 52 43
20031115 0.26 51 43
20031116 0.44 49 44
20031117 0.73 51 44
20031118 2.06 57 44
20031119 0.83 56 35
20031120 0.32 39 33
20031121 0.17 40 30
20031122 0.00 39 28
20031123 0.38 43 37
20031124 0.00 45 38
20031125 0.15 48 39
20031126 0.00 47 40
20031127 0.02 49 36
20031128 1.01 50 44
20031129 0.18 50 39
20031130 0.00 43 36
20031201 0.05 44 39
20031202 0.28 55 39
20031203 0.05 47 36
20031204 0.14 51 39
20031205 0.44 53 43
20031206 0.10 50 41
20031207 0.18 45 39
20031208 0.04 45 35
20031209 0.00 47 32
20031210 0.22 45 39
20031211 0.27 46 39
20031212 0.22 48 38
20031213 0.46 48 39
20031214 0.07 43 36
20031215 0.01 45 38
20031216 0.07 51 41
20031217 0.00 52 37
20031218 0.00 54 37
20031219 0.14 51 38
20031220 0.13 48 44
20031221 0.01 51 38
20031222 0.00 53 35
20031223 0.00 50 43
20031224 0.42 50 42
20031225 0.00 43 37
20031226 0.00 39 34
20031227 0.27 42 32
20031228 0.00 38 31
20031229 0.00 39 27
20031230 0.12 34 25
20031231 0.19 37 30
20040101 0.27 37 30
20040102 0.04 36 32
20040103 0.02 36 23
20040104 0.00 27 20
20040105 0.00 26 20
20040106 0.54 31 22
20040107 0.65 39 30
20040108 0.22 47 37
20040109 0.15 55 40
20040110 0.11 50 38
20040111 0.00 49 33
20040112 0.16 48 35
20040113 0.02 54 37
20040114 0.64 52 46
20040115 0.06 50 45
20040116 0.00 48 41
20040117 0.00 48 35
20040118 0.19 47 43
20040119 0.00 52 41
20040120 0.00 45 36
20040121 0.00 44 33
20040122 0.05 47 32
20040123 0.65 47 41
20040124 0.01 44 34
20040125 0.00 42 33
20040126 0.00 45 40
20040127 0.00 48 41
20040128 0.49 49 44
20040129 1.63 53 48
20040130 0.17 51 39
20040131 0.29 43 37
20040201 0.01 44 37
20040202 0.21 46 38
20040203 0.06 49 39
20040204 0.06 46 37
20040205 0.00 46 31
20040206 0.24 49 39
20040207 0.00 46 40
20040208 0.00 46 33
20040209 0.00 44 31
20040210 0.00 48 31
20040211 0.00 61 34
20040212 0.00 62 34
20040213 0.05 58 33
20040214 0.34 49 40
20040215 0.20 51 43
20040216 0.50 51 41
20040217 0.19 52 40
20040218 0.03 52 44
20040219 0.00 50 38
20040220 0.00 50 35
20040221 0.00 56 34
20040222 0.00 61 43
20040223 0.03 50 44
20040224 0.07 53 41
20040225 0.05 52 38
20040226 0.21 53 40
20040227 0.17 51 43
20040228 0.02 50 41
20040229 0.00 51 40
20040301 0.00 50 39
20040302 0.00 51 32
20040303 0.19 45 38
20040304 0.11 49 40
20040305 0.13 52 40
20040306 0.00 49 39
20040307 0.25 55 44
20040308 0.00 65 44
20040309 0.10 52 44
20040310 0.00 56 37
20040311 0.00 56 38
20040312 0.00 49 39
20040313 0.00 57 37
20040314 0.00 56 43
20040315 0.00 49 42
20040316 0.00 52 41
20040317 0.04 52 44
20040318 0.12 51 35
20040319 0.03 49 37
20040320 0.00 60 37
20040321 0.00 66 41
20040322 0.03 63 50
20040323 0.02 56 42
20040324 0.43 52 41
20040325 0.46 51 42
20040326 0.14 52 41
20040327 0.02 54 43
20040328 0.00 62 39
20040329 0.00 78 50
20040330 0.07 54 40
20040331 0.00 51 38
20040401 0.00 53 39
20040402 0.00 63 37
20040403 0.00 71 41
20040404 0.00 56 43
20040405 0.00 60 41
20040406 0.00 58 42
20040407 0.00 58 46
20040408 0.00 62 43
20040409 0.00 68 42
20040410 0.00 74 45
20040411 0.00 80 45
20040412 0.00 61 48
20040413 0.04 62 46
20040414 0.12 53 44
20040415 0.01 55 42
20040416 0.05 54 45
20040417 0.01 58 45
20040418 0.04 56 45
20040419 0.18 58 42
20040420 0.01 56 44
20040421 0.00 60 44
20040422 0.00 66 42
20040423 0.08 57 48
20040424 0.00 60 42
20040425 0.00 70 44
20040426 0.00 77 48
20040427 0.11 62 43
20040428 0.00 67 40
20040429 0.00 74 44
20040430 0.00 79 49
20040501 0.00 76 54
20040502 0.00 68 53
20040503 0.00 70 50
20040504 0.00 65 47
20040505 0.00 62 44
20040506 0.00 66 45
20040507 0.19 61 50
20040508 0.15 63 47
20040509 0.00 65 45
20040510 0.09 54 45
20040511 0.08 60 46
20040512 0.00 63 49
20040513 0.00 68 46
20040514 0.00 69 46
20040515 0.00 58 49
20040516 0.00 64 50
20040517 0.00 71 51
20040518 0.00 73 51
20040519 0.00 62 52
20040520 0.00 67 52
20040521 0.00 62 51
20040522 0.05 59 50
20040523 0.00 69 49
20040524 0.00 74 49
20040525 0.13 73 50
20040526 0.50 63 54
20040527 0.61 60 50
20040528 0.71 59 48
20040529 0.00 60 48
20040530 0.00 64 52
20040531 0.00 61 49
20040601 0.00 68 47
20040602 0.00 69 51
20040603 0.00 77 55
20040604 0.00 79 53
20040605 0.04 66 52
20040606 0.10 64 52
20040607 0.06 62 49
20040608 0.16 74 50
20040609 0.08 66 55
20040610 0.00 62 51
20040611 0.02 61 49
20040612 0.16 62 46
20040613 0.06 64 52
20040614 0.03 64 49
20040615 0.00 69 49
20040616 0.00 78 52
20040617 0.00 85 59
20040618 0.00 86 65
20040619 0.00 86 58
20040620 0.00 88 58
